__CardsToDelete,"CreditCard_Key INT NOT NULL "
MPayRecalcLoanPaymentAdj,"MPAY_RECALC_LOAN_PAYMENT_ADJ_KEY INT NOT NULL ,LOAN_PAYMENT_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TRANSCODE SMALLINT NULL ,C_TRANSCODE SMALLINT NOT NULL ,ADD_TO_COLL BOOLEAN NOT NULL ,C_ADD_TO_COLL BOOLEAN NOT NULL ,REM_FROM_COLL BOOLEAN NOT NULL ,C_REM_FROM_COLL BOOLEAN NOT NULL ,PENDING_SCHED_ACH_AMT NUMBER(10,4) NOT NULL ,C_PENDING_SCHED_ACH_AMT NUMBER(10,4) NOT NULL ,COLL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,C_COLL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,LEGAL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,C_LEGAL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,LOAN_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,C_LOAN_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,TRANS_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,C_TRANS_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,INTEREST_DUE_PAID NUMBER(10,4) NOT NULL ,C_INTEREST_DUE_PAID NUMBER(10,4) NOT NULL ,PRINC_DUE_PAID NUMBER(10,4) NOT NULL ,C_PRINC_DUE_PAID NUMBER(10,4) NOT NULL ,PAYMENT_DUE_PAID NUMBER(10,4) NOT NULL ,C_PAYMENT_DUE_PAID NUMBER(10,4) NOT NULL ,PAYMENT_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,C_PAYMENT_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,CAB_COLL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,C_CAB_COLL_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,CAB_INTEREST_DUE_PAID NUMBER(10,4) NOT NULL ,C_CAB_INTEREST_DUE_PAID NUMBER(10,4) NOT NULL ,NSF_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,C_NSF_FEE_PAST_DUE_PAID NUMBER(10,4) NOT NULL ,LPDD_ORIG_DUE_DATE TIMESTAMP_LTZ NULL ,C_LPDD_ORIG_DUE_DATE TIMESTAMP_LTZ NULL ,LPDD_ADJUSTED_DUE_DATE TIMESTAMP_LTZ NULL ,C_LPDD_ADJUSTED_DUE_DATE TIMESTAMP_LTZ NULL ,LPDD_PAST_DUE_AMT NUMBER(10,4) NOT NULL ,C_LPDD_PAST_DUE_AMT NUMBER(10,4) NOT NULL ,LPDD_COLLECTIONS_AMT NUMBER(10,4) NOT NULL ,C_LPDD_COLLECTIONS_AMT NUMBER(10,4) NOT NULL ,LPDD_PENDING_ACH_AMT NUMBER(10,4) NOT NULL ,C_LPDD_PENDING_ACH_AMT NUMBER(10,4) NOT NULL ,INSURANCE_DUE_PAID NUMBER(10,4) NOT NULL ,C_INSURANCE_DUE_PAID NUMBER(10,4) NOT NULL ,NON_REFUNDABLE_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,C_NON_REFUNDABLE_FEE_DUE_PAID NUMBER(10,4) NOT NULL ,PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,C_PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,C_FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,C_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,CAB_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,C_CAB_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,LOAN_FEE_DUE_CAP NUMBER(10,4) NOT NULL ,C_LOAN_FEE_DUE_CAP NUMBER(10,4) NOT NULL ,INSURANCE_DUE_CAP NUMBER(10,4) NOT NULL ,C_INSURANCE_DUE_CAP NUMBER(10,4) NOT NULL "
MSA,"MSA_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TYP VARCHAR(8000) NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NULL COLLATE ""en-ci"",CMSA VARCHAR(8000) NULL COLLATE ""en-ci"",POPULATION FLOAT NULL "
NetSpendTrans,"NET_SPEND_TRANS_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NULL ,RESULT_NUM smallint NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",RESULT_STR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CARD_NUMBER_TOKEN INT NOT NULL ,BIN INT NOT NULL ,CARD_NUMBER_LAST_FOUR smallint NOT NULL "
NoAdverseActionLetter,"NOAA_LETTER_KEY INT NOT NULL ,LOAN_APPLICATION_KEY INT NOT NULL ,FIRST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CITY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",ZIPCODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,QUEUED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",RUN_MASTER_KEY INT NULL ,SENT_DATE TIMESTAMP_LTZ NULL ,DENIAL_REASON_1 VARCHAR(8000) NULL COLLATE ""en-ci"",DENIAL_REASON_2 VARCHAR(8000) NULL COLLATE ""en-ci"",EXPORT_FILE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"""
NobleConfiguration,"NOBLE_CONFIG_KEY INT NOT NULL ,COLLECTIONS_EXCLUSION_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",COLLECTIONS_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",COURTESY_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",INTERNET_LENDING_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",INTERNET_LENDING_LIST_ID INT NULL ,TABLE_NAME_PREFIX CHAR(8000) NULL COLLATE ""en-ci"",TIME_OFFSET_FROM_NOBLE SMALLINT NOT NULL ,TELLER_ID CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
NobleConfigurationHistory,"NOBLE_CONFIG_KEY INT NOT NULL ,COLLECTIONS_EXCLUSION_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",COLLECTIONS_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",COURTESY_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",INTERNET_LENDING_TABLE_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",INTERNET_LENDING_LIST_ID INT NULL ,TABLE_NAME_PREFIX CHAR(8000) NULL COLLATE ""en-ci"",TIME_OFFSET_FROM_NOBLE SMALLINT NOT NULL ,TELLER_ID CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
NoteType,"NOTE_TYPE_KEY INT NOT NULL ,NOTE_TYPE_VALUE INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED DATE NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
NotificationType,"NOTIFICATION_TYPE_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
OCRRegion,"OCRREGION_KEY INT NOT NULL ,SNIPPET SMALLINT NOT NULL ,ENABLE BOOLEAN NOT NULL ,FRONT BOOLEAN NOT NULL ,MILLIMETERS BOOLEAN NOT NULL ,X smallint NOT NULL ,Y smallint NOT NULL ,WIDTH smallint NOT NULL ,HEIGHT smallint NOT NULL ,ORIENTATION SMALLINT NOT NULL ,COLOR SMALLINT NOT NULL ,SIDE SMALLINT NOT NULL ,OCRFLAGS smallint NOT NULL ,COMPRESSION SMALLINT NOT NULL "
OEndLoanInSyncAdj,"Web_Call_CatRarrAlias_Key INT NOT NULL ,Alias_Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Web_Call_Category_Key INT NULL ,WEB_CALL_REASON_KEY INT NULL ,WEB_CALL_ACTION_KEY INT NULL ,WEB_CALL_RESULT1_KEY INT NULL ,WEB_CALL_RESULT2_KEY INT NULL ,WEB_CALL_RARR_KEY INT NULL "
OEndLoanInSyncAdjDetail,"OEND_LOAN_INSYNC_ADJ_DETAIL_KEY INT NOT NULL ,OEND_LOAN_INSYNC_ADJ_KEY INT NOT NULL ,TABLE_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TABLE_KEY INT NOT NULL ,COLUMN_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
OpenEndInterest,"OPEN_END_INTEREST_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,PRINC_DUE NUMBER(10,4) NOT NULL ,INTEREST_ADDED NUMERIC NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,INTEREST_DATE TIMESTAMP_LTZ NOT NULL ,OPEN_END_LOAN_STMT_KEY INT NULL ,LOAN_BALANCE NUMBER(10,4) NOT NULL ,CSO_LENDER_INTEREST_ADDED NUMERIC NOT NULL ,IS_ACH_ADJ BOOLEAN NOT NULL ,IS_ERR_ADJ BOOLEAN NOT NULL ,CAB_FEE_BALANCE NUMBER(10,4) NOT NULL ,COLLECTIONS_AMT NUMBER(10,4) NULL ,IS_GRACE_PERIOD_ADJ BOOLEAN NOT NULL ,IS_STATEMENT_ADJ BOOLEAN NOT NULL ,IS_REBOOTED BOOLEAN NOT NULL ,IS_ACH_VOID_ADJ BOOLEAN NOT NULL ,INTEREST_TYPE_KEY SMALLINT NOT NULL ,TRANS_DETAIL_KEY INT NULL "
OpenEndInterestRate,"OPEN_END_INTEREST_RATE_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,INTEREST_START_DATE DATE NOT NULL ,ANNUAL_RATE_PCT NUMERIC NOT NULL ,MONTHLY_RATE_PCT NUMERIC NOT NULL ,DAILY_RATE_PCT NUMERIC NOT NULL ,IS_DELETED BOOLEAN NOT NULL ,DATE_DELETED TIMESTAMP_LTZ NULL "
OpenEndInterestStream,"OPEN_END_INTEREST_STREAM_KEY INT NOT NULL ,OPEN_END_INTEREST_KEY INT NOT NULL ,OPEN_END_LOAN_STREAM_KEY INT NOT NULL ,INTEREST_ADDED DECIMAL(38,0) NOT NULL ,CSO_LENDER_INTEREST_ADDED DECIMAL(38,0) NOT NULL ,PRINC_DUE NUMBER(10,4) NOT NULL ,LOAN_BALANCE NUMBER(10,4) NOT NULL "
OpenEndLoan,"CUSTOMER_LEAD_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NULL ,LEAD_SOURCE CHAR(8000) NOT NULL COLLATE ""en-ci"",ORIG_LOCATION smallint NOT NULL ,SUPERSTORE smallint NOT NULL ,SATELLITE smallint NULL ,CUSTOMER_LEAD_STATUS_KEY INT NOT NULL ,STATUS_CHANGE_DATE DATE NOT NULL ,CUSTOMER_LEAD_REASON_KEY INT NULL ,LOAN_APPLICATION_KEY INT NULL ,CUSTOMER_KEY INT NULL ,LOAN_KEY INT NULL ,FIRSTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",MIDNAME VARCHAR(8000) NULL COLLATE ""en-ci"",LASTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",SSN VARCHAR(8000) NULL COLLATE ""en-ci"",DOB DATE NULL ,HOME_ADDR_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_PRE_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_STREET VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUFFIX VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_POST_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUITE VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUITE_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_CITY VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_STATE VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ZIPCODE VARCHAR(8000) NULL COLLATE ""en-ci"",RESIDENCE_SINCE DATE NULL ,OWNRENTOTHER SMALLINT NULL ,HOME_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",CELL_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",MOBILE_CARRIER INT NULL ,WORK_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",WORK_PHONE_EXT VARCHAR(8000) NULL COLLATE ""en-ci"",PREFERRED_CONTACT CHAR(8000) NULL COLLATE ""en-ci"",EMAIL VARCHAR(8000) NULL COLLATE ""en-ci"",PAY_CYCLE CHAR(8000) NULL COLLATE ""en-ci"",GROSS_INCOME DECIMAL(38,0) NULL ,NET_INCOME DECIMAL(38,0) NULL ,PVBD_INCOME DECIMAL(38,0) NULL ,BANK_ROUTING_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",APPT_FOLLOW_DATE DATE NULL ,APPT_FOLLOW_TIME CHAR(8000) NULL COLLATE ""en-ci"",DATE_UPDATED TIMESTAMP_LTZ NULL ,TELLER_UPDATED CHAR(8000) NULL COLLATE ""en-ci"",VISITOR_KEY INT NULL ,MARKETING_CONSENT BOOLEAN NULL ,WEB_LEAD_KEY INT NULL ,LOAN_TYPE CHAR(8000) NULL COLLATE ""en-ci"",PRODUCT_TYPE CHAR(8000) NULL COLLATE ""en-ci"",FIRST_OPENED_DATE TIMESTAMP_LTZ NULL ,HOME_ADDRESS_LINE VARCHAR(8000) NULL COLLATE ""en-ci"",SSN_LAST_FOUR VARCHAR(8000) NULL COLLATE ""en-ci"""
OpenEndLoanCycle,"OPEN_END_LOAN_CYCLE_KEY INT NOT NULL ,OPEN_END_LOAN_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,PAY_CYCLE CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_DAY SMALLINT NOT NULL ,PAY_CYCLE_1ST SMALLINT NOT NULL ,PAY_CYCLE_2ND SMALLINT NOT NULL ,BIWEEK_BASE DATE NULL ,PAY_CYCLE_MONTH_INT CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_COUNT_DAYS_FROM_END_OF_MONTH BOOLEAN NOT NULL ,LOAN_PAYMENT_KEY INT NOT NULL ,IS_USE_PAY_CYCLE BOOLEAN NOT NULL ,STATEMENT_DAYS INT NOT NULL ,PAYMENT_DAYS INT NOT NULL "
OpenEndLoanCycleCustomerSnapshot,"OPEN_END_LOAN_CYCLE_CUSTOMER_SNAPSHOT_KEY INT NOT NULL ,OPEN_END_LOAN_CYCLE_KEY INT NOT NULL ,PAY_CYCLE CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_DAY SMALLINT NOT NULL ,PAY_CYCLE_1ST SMALLINT NOT NULL ,PAY_CYCLE_2ND SMALLINT NOT NULL ,BIWEEK_BASE DATE NULL ,PAY_CYCLE_MONTH_INT CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_COUNT_DAYS_FROM_END_OF_MONTH BOOLEAN NOT NULL "
OpenEndLoanStatement,"OPEN_END_LOAN_STMT_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,LOAN_PAYMENT_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED datetime NOT NULL ,LOCATION smallint NOT NULL ,STATEMENT_NUM smallint NOT NULL ,CREDIT_LIMIT NUMBER(10,4) NOT NULL ,CREDIT_AVAIL NUMBER(10,4) NOT NULL ,AVG_DAILY_BAL NUMBER(10,4) NOT NULL ,PER_FIN_CHARGE NUMBER(10,4) NOT NULL ,EFFECTIVE_APR NUMERIC NULL ,START_DATE TIMESTAMP_LTZ NOT NULL ,START_BALANCE NUMBER(10,4) NOT NULL ,START_PRINC NUMBER(10,4) NOT NULL ,END_DATE TIMESTAMP_LTZ NOT NULL ,END_BALANCE NUMBER(10,4) NOT NULL ,END_PRINC NUMBER(10,4) NOT NULL ,PAST_DUE_AMT NUMBER(10,4) NOT NULL ,PAST_DUE_DATE TIMESTAMP_LTZ NULL ,CURR_DUE_TRANS_FEE_AMT NUMBER(10,4) NOT NULL ,CURR_DUE_ACTIVITY_FEE_AMT NUMBER(10,4) NOT NULL ,CURR_DUE_INTEREST_AMT NUMBER(10,4) NOT NULL ,CURR_DUE_PRINC_AMT NUMBER(10,4) NOT NULL ,CURR_DUE_AMT NUMBER(10,4) NOT NULL ,CURR_DUE_DATE TIMESTAMP_LTZ NOT NULL ,NEXT_DUE_TRANS_FEE_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_ACTIVITY_FEE_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_INTEREST_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_PRINC_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_DATE TIMESTAMP_LTZ NOT NULL ,NEW_TRANS_FEES NUMBER(10,4) NOT NULL ,NEW_LIEN_FEES NUMBER(10,4) NOT NULL ,NEW_ACTIVITY_FEES NUMBER(10,4) NOT NULL ,NEW_COLL_FEES NUMBER(10,4) NOT NULL ,NEW_INTEREST NUMBER(10,4) NOT NULL ,NEW_LOAN_AMT NUMBER(10,4) NOT NULL ,NEW_PAST_DUE_PAYMENTS NUMBER(10,4) NOT NULL ,NEW_FEE_PAYMENTS NUMBER(10,4) NOT NULL ,NEW_INTEREST_PAYMENTS NUMBER(10,4) NOT NULL ,NEW_PRINC_PAYMENTS NUMBER(10,4) NOT NULL ,NEW_PAYMENTS NUMBER(10,4) NOT NULL ,TOT_TRANS_FEES NUMBER(10,4) NOT NULL ,TOT_LIEN_FEES NUMBER(10,4) NOT NULL ,TOT_ACTIVITY_FEES NUMBER(10,4) NOT NULL ,TOT_COLL_FEES NUMBER(10,4) NOT NULL ,TOT_INTEREST NUMBER(10,4) NOT NULL ,TOT_LOAN_AMT NUMBER(19,4) NOT NULL ,TOT_PAYMENTS NUMBER(19,4) NOT NULL ,YTD_TRANS_FEES_AMT NUMBER(10,4) NOT NULL ,YTD_ACTIVITY_FEES_AMT NUMBER(10,4) NOT NULL ,YTD_COLL_FEES_AMT NUMBER(10,4) NOT NULL ,YTD_INTEREST_AMT NUMBER(10,4) NOT NULL ,MAIL_STATUS SMALLINT NOT NULL ,MAILED_WITH_IMAGE BOOLEAN NOT NULL ,CURR_DUE_CSO_LENDER_INTEREST_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_CSO_LENDER_INTEREST_AMT NUMBER(10,4) NOT NULL ,NEW_CSO_LENDER_INTEREST NUMBER(10,4) NOT NULL ,TOT_CSO_LENDER_INTEREST NUMBER(10,4) NOT NULL ,YTD_CSO_LENDER_INTEREST_AMT NUMBER(10,4) NOT NULL ,NEW_CSO_LENDER_INTEREST_PAYMENTS NUMBER(10,4) NOT NULL ,IS_FINAL_STATEMENT BOOLEAN NOT NULL ,ADJUSTED_DUE_DATE datetime NOT NULL ,FINAL_EST_DUE_INTEREST_AMT NUMBER(10,4) NOT NULL ,FINAL_EST_DUE_CSO_LENDER_INTEREST_AMT NUMBER(10,4) NOT NULL ,OPEN_END_LOAN_STATEMENT_SNAPSHOT_KEY INT NULL ,DATE_TO_PROCESS DATE NOT NULL ,PROCESSED_DATE TIMESTAMP_LTZ NULL ,START_BALANCE_WITH_GRACE NUMBER(10,4) NULL ,END_BALANCE_WITH_GRACE NUMBER(10,4) NULL ,NEW_INTEREST_FROM_CURRENT_CYCLE_ADVANCES NUMBER(10,4) NULL ,NEW_INTEREST_FROM_PREVIOUS_CYCLE_ADVANCES NUMBER(10,4) NULL ,NEW_INTEREST_WAIVABLE NUMBER(10,4) NULL ,NEW_INTEREST_PAYMENTS_PREVIOUS_CYCLE_ADVANCES NUMBER(10,4) NULL ,NEW_INTEREST_PAYMENTS_CURRENT_CYCLE_ADVANCES NUMBER(10,4) NULL ,PREVIOUS_NEW_INTEREST_POSTED NUMBER(10,4) NULL ,EFFECTIVE_APR_NEW_INTEREST_FROM_PREVIOUS_CYCLE_ADVANCES NUMERIC NULL ,EFFECTIVE_APR_PREVIOUS_NEW_INTEREST_POSTED NUMERIC NULL ,YTD_INTEREST_POSTED_AMT NUMBER(10,4) NULL ,AVG_DAILY_BAL_CURRENT_CYCLE_ADVANCES NUMBER(10,4) NULL ,AVG_DAILY_BAL_PREVIOUS_CYCLE_ADVANCES NUMBER(10,4) NULL ,CURR_DUE_LIEN_FEE_AMT NUMBER(10,4) NOT NULL ,NEW_INSURANCE_FEES NUMBER(10,4) NOT NULL ,CURR_DUE_INSURANCE_FEE_AMT NUMBER(10,4) NOT NULL ,NEXT_DUE_INSURANCE_FEE_AMT NUMBER(10,4) NOT NULL ,YTD_INSURANCE_FEES NUMBER(10,4) NOT NULL ,TOT_INSURANCE_FEES NUMBER(10,4) NOT NULL ,DUE_DATE_PAYMENT_QUEUE_AMT NUMBER(10,4) NOT NULL ,INSURANCE_PAYMENT_QUEUE_AMT NUMBER(10,4) NOT NULL ,REBOOT_LOAN_PAYMENT_KEY INT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
